"","Species","GBIF_ID","mean_body_mass"
"648","Chaetodipus baileyi",2439581,28.935
"649","Chaetodipus californicus",2439594,22.505
"650","Chaetodipus dalquesti",4263293,23
"651","Chaetodipus eremicus",2439588,15.57
"652","Chaetodipus fallax",2439579,19.109
"653","Chaetodipus formosus",2439596,18.19375
"654","Chaetodipus hispidus",2439583,37.6
"655","Chaetodipus intermedius",2439589,15.025
"656","Chaetodipus lineatus",2439593,23
"657","Chaetodipus nelsoni",2439577,14.965
"658","Chaetodipus penicillatus",2439591,16.19
"659","Chaetodipus pernix",2439600,17
"660","Chaetodipus rudinoris",7261497,28.77
"661","Chaetodipus spinatus",2439586,16.34
"662","Chaetomys subspinosus",2439749,1299.99
"663","Chaetophractus nationi",2440815,1880.01
"664","Chaetophractus vellerosus",2440817,990.026666666667
"665","Chaetophractus villosus",2440816,3728.2
"666","Chalinolobus dwyeri",2432283,8.74
"667","Chalinolobus gouldii",2432284,16.685
"668","Chalinolobus morio",2432295,8.91
"669","Chalinolobus neocaledonicus",4266058,15.87
"670","Chalinolobus nigrogriseus",2432285,8.79
"671","Chalinolobus picatus",2432291,5.86
"672","Chalinolobus tuberculatus",2432286,10.46
"673","Cheirogaleus adipicaudatus",4266970,340
"674","Cheirogaleus crossleyi",4266968,420.11
"675","Cheirogaleus major",2436452,407.555
"676","Cheirogaleus medius",2436451,327.095
"677","Cheirogaleus sibreei",4266969,420.11
"678","Cheiromeles parvidens",4266500,169.43
"679","Cheiromeles torquatus",2433027,169.43
"680","Chelemys delfini",4265144,50.8
"681","Chelemys macronyx",2439044,61.4475
"682","Chelemys megalonyx",2439045,50.8
"683","Chibchanomys trichotis",2439102,49.99
"684","Chilomys instans",2438409,19
"685","Chilonatalus micropus",7261725,3
"686","Chilonatalus tumidifrons",4265610,3.62
"687","Chimarrogale hantu",2435772,43.23
"688","Chimarrogale himalayica",2435778,33.5
"689","Chimarrogale phaeura",2435776,31.47
"690","Chimarrogale platycephalus",2435773,36.32
"691","Chimarrogale styani",2435777,32.86
"692","Chimarrogale sumatrana",2435775,31.47
"693","Chinchilla chinchilla",4264738,473.4475
"694","Chinchilla lanigera",5219944,500.1761436
"695","Chinchillula sahamae",2439067,169.74
"696","Chionomys nivalis",2438162,39.755
"697","Chiroderma doriae",2433166,19.9
"698","Chiroderma improvisum",2433164,35.39
"699","Chiroderma salvini",2433167,26.3
"700","Chiroderma trinitatum",2433163,13.91
"701","Chiroderma villosum",2433165,23.81
"702","Chironax melanocephalus",2432845,17.7
"703","Chironectes minimus",5219955,794
"704","Chiropodomys calamianensis",2438396,28.9
"705","Chiropodomys gliroides",2438400,27.25
"706","Chiropodomys major",2438395,28.9
"707","Chiropodomys muroides",2438399,28.9
"708","Chiropodomys pusillus",2438397,27.2
"709","Chiropotes albinasus",5219526,2902.5
"710","Chiropotes chiropotes",5707307,2942.5
"711","Chiropotes israelita",5707305,2942.5
"712","Chiropotes satanas",5219527,2956.875
"713","Chiropotes utahickae",5707306,2942.5
"714","Chiruromys forbesi",2438348,105.15
"715","Chiruromys lamia",2438347,47.2
"716","Chiruromys vates",2438349,44.43
"717","Chlamyphorus truncatus",5220098,83.53
"718","Chlorocebus aethiops",2436566,5448.08333333333
"719","Chlorocebus cynosuros",4267119,5104.25
"720","Chlorocebus djamdjamensis",4267124,5104.25
"721","Chlorocebus pygerythrus",7262034,5104.25
"722","Chlorocebus sabaeus",4267116,5104.25
"723","Chlorocebus tantalus",7262032,4961.5
"724","Chlorotalpa duthieae",2432215,31.34
"725","Chlorotalpa sclateri",2432210,38.3
"726","Chodsigoa parca",2435897,14.92
"727","Chodsigoa salenskii",2435902,5.49
"728","Chodsigoa smithii",2435895,18.76
"729","Choeroniscus godmani",2433161,9
"730","Choeroniscus minor",2433158,8.63
"731","Choeroniscus periosus",2433159,10.46
"732","Choeronycteris mexicana",2433207,19.13
"733","Choloepus didactylus",5219519,6250
"734","Choloepus hoffmanni",5219520,5188.8
"735","Chrotogale owstoni",2434674,3258.855
"736","Chrotomys gonzalesi",2438291,140.2
"737","Chrotomys mindorensis",2438290,151.98
"738","Chrotomys silaceus",4264825,213.39
"739","Chrotomys whiteheadi",2438292,151.98
"740","Chrotopterus auritus",5218753,90.24
"741","Chrysochloris asiatica",2432182,35.465
"742","Chrysochloris stuhlmanni",2432178,47.78
"743","Chrysochloris visagiei",2432181,36.72
"744","Chrysocyon brachyurus",2434450,21875
"745","Chrysospalax trevelyani",2432198,434.04
"746","Chrysospalax villosus",2432199,106.175
"747","Cistugo lesueuri",4266084,6.38
"748","Cistugo seabrae",4266085,5.37
"749","Civettictis civetta",2434634,13333.34
"750","Clethrionomys glareolus",2439140,19.64264646
"751","Cloeotis percivali",2432679,4.16
"752","Clyomys bishopi",2439809,30
"753","Clyomys laticeps",2439808,201
"754","Coccymys albidens",2438222,46.44
"755","Coccymys ruemmleri",2438223,29.7
"756","Coelops frithii",7261697,7.52
"757","Coelops robinsoni",5218551,6.5
"758","Coendou bicolor",2437599,4492.49
"759","Coendou mexicanus",11082668,2000
"760","Coendou nycthemera",4264791,2999.98
"761","Coendou prehensilis",2437600,3807.5
"762","Coendou rothschildi",2437598,2623.1225
"763","Coleura afra",2433088,10.68
"764","Coleura seychellensis",2433087,10.64
"765","Colobus angolensis",5963047,8781.25
"766","Colobus guereza",5963045,9832.602897
"767","Colobus polykomos",5963044,9070.27142733333
"768","Colobus satanas",5963046,8653.145
"769","Colobus vellerosus",6075599,8509
"770","Colomys goslingi",2439133,60.5
"771","Condylura cristata",2436248,52.9375
"772","Conepatus chinga",2434870,3400
"773","Conepatus humboldtii",2434890,2248.805
"774","Conepatus leuconotus",2434878,2148.43
"775","Conepatus mesoleucus",2434881,2750
"776","Conepatus semistriatus",2434883,2024.335
"777","Conilurus albipes",2437960,200
"778","Conilurus penicillatus",2437959,171.936666666667
"779","Connochaetes gnou",2441106,132250
"780","Connochaetes taurinus",2441105,166356.5913
"781","Connochaetus taurinus",2441105,163000
"782","Cormura brevirostris",2433102,9.26
"783","Corynorhinus mexicanus",2432488,11.7
"784","Corynorhinus rafinesquii",2432491,9.15
"785","Corynorhinus townsendii",2432479,12.275
"786","Craseonycteris thonglongyai",2433358,1.98
"787","Crateromys australis",2438818,517.32
"788","Crateromys paulus",2438817,451.51
"789","Crateromys schadenbergi",2438816,1363.72
"790","Cratogeomys castanops",7261626,266.415
"791","Cratogeomys fumosus",4264557,150
"792","Cratogeomys goldmani",7261628,266.415
"793","Cratogeomys gymnurus",7261631,599.99
"794","Cratogeomys merriami",7261625,419.99
"795","Cratogeomys neglectus",4264595,302.48
"796","Cratogeomys tylorhinus",7261629,276.71
"797","Cratogeomys zinseri",4264583,150
"798","Cremnomys cutchicus",2438730,59.8
"799","Cricetomys ansorgei",4263434,1400
"800","Cricetomys emini",2438551,1350
"801","Cricetomys gambianus",2438550,1549.35
"802","Cricetulus migratorius",2438772,30.7
"803","Cricetus cricetus",2438704,444.6625
"804","Crocidura aleksandrisi",2435693,7.425
"805","Crocidura arabica",2435573,10.6
"806","Crocidura attila",2435737,17.1
"807","Crocidura baileyi",2435722,17.2
"808","Crocidura baluensis",2435668,12
"809","Crocidura batesi",2435708,16.49
"810","Crocidura beatus",2435689,10.55
"811","Crocidura beccarii",2435653,12
"812","Crocidura bottegi",2435638,3.49
"813","Crocidura brunnea",2435644,12
"814","Crocidura canariensis",2435551,7.5
"815","Crocidura caspica",2435744,9.9
"816","Crocidura crossei",2435671,9.5
"817","Crocidura cyanea",2435651,8.58
"818","Crocidura denti",2435631,7
"819","Crocidura dhofarensis",2435603,11.5
"820","Crocidura dolichura",2435567,5.63
"821","Crocidura douceti",2435548,4.3
"822","Crocidura dsinezumi",2435532,10.6
"823","Crocidura elgonius",2435715,6.5
"824","Crocidura flavescens",9177524,36.8033333333333
"825","Crocidura foetida",2435541,12
"826","Crocidura foxi",2435614,21
"827","Crocidura fuliginosa",2435562,12
"828","Crocidura fulvastra",2435545,10
"829","Crocidura fumosa",2435745,14.49
"830","Crocidura fuscomurina",2435727,5.3
"831","Crocidura goliath",2435696,87.92
"832","Crocidura gracilipes",2435679,6.69
"833","Crocidura grandiceps",2435664,23
"834","Crocidura grassei",2435625,8.17
"835","Crocidura grayi",2435578,10.7
"836","Crocidura hildegardeae",2435725,10.245
"837","Crocidura hirta",2435710,14.2025
"838","Crocidura horsfieldii",2435677,5.47
"839","Crocidura ichnusae",2435728,10.6
"840","Crocidura indochinensis",2435713,5.47
"841","Crocidura jacksoni",2435662,7
"842","Crocidura jenkinsi",2435640,31.03
"843","Crocidura jouvenetae",2435601,9.9225
"844","Crocidura lepidura",2435670,12
"845","Crocidura leucodon",2435723,11.0166666666667
"846","Crocidura littoralis",2435690,17.305
"847","Crocidura longipes",2435673,19.3
"848","Crocidura ludia",2435608,5.39
"849","Crocidura luna",2435572,12.175
"850","Crocidura lusitania",2435552,2.48
"851","Crocidura macmillani",2435756,12.8
"852","Crocidura malayana",2435721,12
"853","Crocidura maquassiensis",2435686,5.99
"854","Crocidura mariquensis",2435632,10.025
"855","Crocidura maurisca",2435618,14
"856","Crocidura monax",2435748,16
"857","Crocidura montis",2435716,14.49
"858","Crocidura muricauda",2435682,5.63
"859","Crocidura mutesae",2435649,15.8
"860","Crocidura nanilla",2435615,6.5
"861","Crocidura negligens",2435705,12
"862","Crocidura negrina",2435565,11.33
"863","Crocidura nicobarica",2435546,31.03
"864","Crocidura nigeriae",2435530,17.1
"865","Crocidura nigricans",2435746,10.35
"866","Crocidura nigrofusca",2435680,11.75
"867","Crocidura niobe",2435626,16
"868","Crocidura obscurior",2435613,3.49
"869","Crocidura olivieri",2435579,37.63
"870","Crocidura orientalis",2435718,12
"871","Crocidura orii",2435561,10.6
"872","Crocidura pasha",2435695,6.5
"873","Crocidura phaeura",2435663,10.49
"874","Crocidura planiceps",2435611,2.5
"875","Crocidura poensis",2435577,17.2
"876","Crocidura polia",2435560,5.63
"877","Crocidura pullata",2435761,10.6
"878","Crocidura raineyi",2435739,14.49
"879","Crocidura rapax",2435750,10.6
"880","Crocidura religiosa",8934499,7
"881","Crocidura russula",2435654,10.4075
"882","Crocidura selina",2435639,14.49
"883","Crocidura shantungensis",2435741,7.425
"884","Crocidura sibirica",2435609,10.94
"885","Crocidura sicula",2435553,10.84
"886","Crocidura silacea",2435536,10.25
"887","Crocidura somalica",2435736,11.5
"888","Crocidura stenocephala",2435707,17.305
"889","Crocidura suaveolens",2435687,7.33125
"890","Crocidura tarella",2435636,12.42
"891","Crocidura tarfayensis",2435605,6.085
"892","Crocidura tenuis",2435549,12
"893","Crocidura theresae",2435749,19.3
"894","Crocidura turba",2435704,12.42
"895","Crocidura ultima",2435683,16
"896","Crocidura usambarae",2435669,11.83
"897","Crocidura viaria",2435630,15
"898","Crocidura virgata",2435606,10.49
"899","Crocidura vorax",2435637,10.6
"900","Crocidura vosmaeri",2435675,12
"901","Crocidura watasei",2435692,5.47
"902","Crocidura whitakeri",2435602,5.58
"903","Crocidura wimmeri",2435566,23.5
"904","Crocidura wuchihensis",2435650,5.47
"905","Crocidura yankariensis",2435531,4.99
"906","Crocidura zaphiri",2435730,36.36
"907","Crocidura zimmeri",2435702,14.49
"908","Crocidura zimmermanni",2435665,10.6
"909","Crocuta crocuta",5218781,63000
"910","Crossarchus alexandri",5219136,1503.4
"911","Crossarchus ansorgei",5219139,700
"912","Crossarchus obscurus",5219137,790
"913","Crossarchus platycephalus",5219138,790
"914","Crossomys moncktoni",2438683,168.42
"915","Crunomys fallax",2438562,35.72
"916","Crunomys melanius",2438560,30.58
"917","Cryptochloris wintoni",5218453,22.88
"918","Cryptochloris zyli",5218454,21.095
"919","Cryptomys amatus",4263045,77.95
"920","Cryptomys anselli",4263049,88.8975
"921","Cryptomys bocagei",2437216,86.75
"922","Cryptomys damarensis",2437214,154.9125
"923","Cryptomys darlingi",4263050,68.975
"924","Cryptomys hottentotus",2437213,105.7
"925","Cryptomys mechowi",2437217,264.173333333333
"926","Cryptomys ochraceocinereus",2437215,200
"927","Cryptoprocta ferox",2433516,9500
"928","Cryptotis alticola",5219500,6.865
"929","Cryptotis equatoris",5219501,11.77
"930","Cryptotis goldmani",5219488,8.1825
"931","Cryptotis goodwini",5219479,16
"932","Cryptotis gracilis",5219505,7.5
"933","Cryptotis lacertosus",8840117,15
"934","Cryptotis magna",5219481,7
"935","Cryptotis mam",9081746,9
"936","Cryptotis mayensis",5219502,8.32
"937","Cryptotis medellinia",5219487,11.77
"938","Cryptotis mera",5219504,8.32
"939","Cryptotis meridensis",5219507,12.2
"940","Cryptotis merriami",5219491,8.32
"941","Cryptotis mexicana",5219495,7.5
"942","Cryptotis montivaga",5219515,11.29
"943","Cryptotis nelsoni",5219480,7
"944","Cryptotis nigrescens",5219484,7.41
"945","Cryptotis obscura",5219506,7
"946","Cryptotis orophila",5219493,6.2
"947","Cryptotis parva",5219509,5.475
"948","Cryptotis peregrina",5219482,7
"949","Cryptotis phillipsii",5219483,7
"950","Cryptotis squamipes",5219477,11
"951","Cryptotis thomasi",5219498,11.77
"952","Cryptotis tropicalis",5219496,6.2
"953","Ctenodactylus gundi",5219941,288.8
"954","Ctenodactylus vali",5219940,288.41
"955","Ctenomys argentinus",2439626,221.3
"956","Ctenomys australis",2439639,340
"957","Ctenomys azarae",2439628,340
"958","Ctenomys bergi",4263411,178.44
"959","Ctenomys boliviensis",2439616,462.6
"960","Ctenomys bonettoi",2439641,202.3
"961","Ctenomys brasiliensis",2439630,462.6
"962","Ctenomys budini",4263398,172.9
"963","Ctenomys colburni",2439618,400
"964","Ctenomys coludo",4263382,289.94
"965","Ctenomys conoveri",2439643,859.99
"966","Ctenomys dorsalis",2439632,165.6
"967","Ctenomys emilianus",2439620,285.29
"968","Ctenomys famosus",4263385,289.94
"969","Ctenomys fochi",4263371,178.44
"970","Ctenomys fodax",4263412,140.84
"971","Ctenomys frater",2439607,172.9
"972","Ctenomys fulvus",2439609,294.97
"973","Ctenomys goodfellowi",4263406,462.6
"974","Ctenomys haigi",2439635,164
"975","Ctenomys johannis",4263377,289.94
"976","Ctenomys juris",4263369,178.44
"977","Ctenomys knighti",2439622,316
"978","Ctenomys latro",2439611,185.22
"979","Ctenomys leucodon",2439637,243.6
"980","Ctenomys lewisi",2439624,117.2
"981","Ctenomys magellanicus",2439613,271.44
"982","Ctenomys maulinus",2439638,196.72
"983","Ctenomys mendocinus",2439625,178.44
"984","Ctenomys minutus",2439614,92
"985","Ctenomys occultus",2439615,164.22
"986","Ctenomys opimus",2439640,288.7625
"987","Ctenomys pearsoni",2439629,212
"988","Ctenomys perrensi",4263372,400
"989","Ctenomys peruanus",2439642,490
"990","Ctenomys pontifex",2439631,400
"991","Ctenomys porteousi",2439619,192.4
"992","Ctenomys pundti",4263380,178.44
"993","Ctenomys rionegrensis",4263376,92
"994","Ctenomys saltarius",2439606,230
"995","Ctenomys sericeus",2439633,400
"996","Ctenomys sociabilis",2439608,400
"997","Ctenomys steinbachi",2439634,384.99
"998","Ctenomys sylvanus",4263370,172.9
"999","Ctenomys talarum",2439621,127.973333333333
"1000","Ctenomys torquatus",2439610,242.245
"1001","Ctenomys tuconax",2439636,248.99
"1002","Ctenomys tucumanus",2439623,197.72
"1003","Ctenomys tulduco",4263381,289.94
"1004","Ctenomys validus",2439612,232.6
"1005","Ctenomys viperinus",4263367,316
"1006","Cuniculus paca",4263039,9039
"1007","Cuniculus taczanowskii",5706515,8999.95
"1008","Cuon alpinus",2434317,15750
"1009","Cyclopes didactylus",2436326,235.658333333333
"1010","Cynictis penicillata",2434174,598.5
"1011","Cynocephalus volans",5218414,1250
"1012","Cynogale bennettii",2434758,4123.285
"1013","Cynomops abrasus",7261913,35.39
"1014","Cynomops greenhalli",4266508,15.87
"1015","Cynomops paranus",4266510,12.16
"1016","Cynomops planirostris",4266507,12.84
"1017","Cynomys gunnisoni",2437236,807.3
"1018","Cynomys leucurus",2437233,918.63
"1019","Cynomys ludovicianus",2437232,1095.164219
"1020","Cynomys mexicanus",2437234,864.04
"1021","Cynomys parvidens",2437235,807.3
"1022","Cynopterus brachyotis",2432837,37.9
"1023","Cynopterus horsfieldii",7261747,56.955
"1024","Cynopterus luzoniensis",4265693,37.2
"1025","Cynopterus minutus",4265710,37.3
"1026","Cynopterus sphinx",2432836,52.1333333333333
"1027","Cynopterus titthaecheilus",2432833,41.055
"1028","Cystophora cristata",5219378,233965.6029
"1029","Cyttarops alecto",2433138,5.3
"1030","Dactylomys boliviensis",2439798,689.39
"1031","Dactylomys dactylinus",2439800,649.98
"1032","Dactylomys peruanus",2439799,382
"1033","Dactylopsila megalura",2440038,400
"1034","Dactylopsila palpator",2440032,369.87
"1035","Dactylopsila tatei",2440039,359
"1036","Dactylopsila trivirgata",2440033,388.6025
"1037","Dama dama",5220136,53954.1016666667
"1038","Damaliscus korrigum",7261430,108298.7175
"1039","Damaliscus lunatus",2441041,115886.271033333
"1040","Damaliscus pygargus",2441042,84500
"1041","Dasycercus byrnei",2435468,99.9769768
"1042","Dasycercus cristicauda",2435422,94.820559765
"1043","Dasykaluta rosamondae",2435441,31.084265905
"1044","Dasymys alleni",4264904,116.965
"1045","Dasymys foxi",2438417,116.965
"1046","Dasymys incomtus",2438420,116.965
"1047","Dasymys montanus",2438418,116.965
"1048","Dasymys nudipes",2438416,116.965
"1049","Dasymys rufulus",2438419,116.965
"1050","Dasyprocta azarae",2437582,3303.96833333333
"1051","Dasyprocta coibae",2437579,2229.56
"1052","Dasyprocta cristata",8984909,2650
"1053","Dasyprocta fuliginosa",2437581,3500.005
"1054","Dasyprocta guamara",2437578,2650.03
"1055","Dasyprocta kalinowskii",2437574,2650.03
"1056","Dasyprocta leporina",2437577,2940.010153
"1057","Dasyprocta mexicana",2437584,3183.33166666667
"1058","Dasyprocta prymnolopha",2437580,2900
"1059","Dasyprocta punctata",2437576,2292.07555555556
"1060","Dasypus hybridus",2440778,1500
"1061","Dasypus kappleri",2440788,9926.415
"1062","Dasypus novemcinctus",2440779,4225.58583333333
